name,summary,location,phone,email,website,person,designation,source_link
Appricot Studio,"Unlike traditional services approach, our selective project focus has made us subject matter experts. We not only create technology solutions, but guide you with:

domain expertise
user experience
architectural stability & scalability
advance technologies

","Office 808, Al-Qadeer Heights, New Garden Town, Lahore, Punjab, Pakistan 54000",tel: 924238102116,asad.mahmood@appricotstudio.com,http://www.appricotstudio.com,Asad Mahmood,CEO,https://www.pasha.org.pk/d/l/appricot-studio/
AppsGenii,,"Tufail Shaheed Road, Karachi, Sindh, Pakistan",tel: +92 321 6443388,malik@appsgenii.com,http://www.appsgenii.com,Mudassir Saleem Malik,CEO,https://www.pasha.org.pk/d/l/appsgenii/
AppsGenii Technologies (Pvt) Ltd.,"AppsGenii Technologies enable clients to out perform the competition and stay ahead of the innovation curve. Our business experiences are real and so are the results that we bring to our clients. We are always in search of exploring new frontiers for clients to transform their businesses, their thinking and their end results. 
","16-S, 1st Floor, Imperial Garden، Paragon City, Barki Road Lahore, Pakistan, Lahore, Punjab, Pakistan 54000",042-38905440,info@appsgenii.com,https://www.appsgenii.com/about-us/,Mudassir Saleem Malik,CEO,https://www.pasha.org.pk/d/l/appsgenii-technologies-pvt-ltd/
Apvision (Pvt.) Ltd.,,"D-5, Block 7, Gulshan - e- Iqbal, Karachi, Sindh, Pakistan",021-8583408,syed.qutub@apvision.com.pk,http://www.apvision.com.pk,Syed Qutub Ahmed,CEO,https://www.pasha.org.pk/d/l/apvision-private-limited/
Arbisoft (Pvt.) Ltd.,,"Arbisoft Private Limited, 25 Westwood Colony Thokar Niaz Baig opposite Metro Gate Canal Side Lahore, Lahore, Punjab, Pakistan",,yasser.bashir@arbisoft.com,,Yasser Bashir,CEO,https://www.pasha.org.pk/d/l/arbisoft-pvt-ltd/
Arcana Info (Pvt.) Ltd.,"

Explore our values and learn more about what we do. See how our team collaborates to help industry leaders transform digitally.



","656, Street 41, Sector E-11/4, Islamabad, Islamabad, Islamabad Capital Territory, Pakistan",051-111-272-262,amin.hafeez@arcanainfo.com,https://www.arcanainfo.com/,Amin Ul Hafeez,CEO,https://www.pasha.org.pk/d/l/arcana-info-pvt-ltd/
Arco Data Services,,"5 Mason Road, Lahore, Punjab, Pakistan",(9242) 6361952; 6301951,ar@arcodata.net,http://www.arcodata.net,Asad Rahman,CEO,https://www.pasha.org.pk/d/l/arco-data-services/
ArhamSoft (Pvt) Ltd.,"Arhamsoft (Pvt) Ltd is an entrepreneurial success story of Mr. Irfan Zafar and his progressive approach toward IT industry in Pakistan. As a premium web development company, we globally deliver exclusive software solutions and white label products beyond compare. We are fortunate to have skilled and professionally growing 150+ IT personnel on board. Today, we are outsourcing managed IT services.
","17 - N, Main Blvd, Johar Town, Lahore, Punjab, Pakistan 54000",0345 9666526,irfan.zafar@arhamsoft.com,https://www.arhamsoft.com/,Muhammad Irfan Zafar,CEO,https://www.pasha.org.pk/d/l/arhamsoft-pvt-ltd/
ARITTEK,,"OFFICE 2 FLOOR 3RD BUILDING 34C LANE 4 KHAYABAN-E-SHAHBAZ DHA PHASE VI, Karachi, Sindh, Pakistan",tel: 00922135172415,mudassir@arittek.com,http://www.arittek.com,MUDASSIR ALI JOKHIO,CEO,https://www.pasha.org.pk/d/l/arittek/
Arkhitech,"We design and develop elegant and functional solutions using Ruby on Rails, React, Node.js, Angular and more.
We deliver apps essentials at your finger tips.Functional, flawless and easy to use. We are RoR experts, but building great products would not be possible without strong expertiese and extensive usage of many other technologies, e.g. Nginx, React/Angular,PostgreSQL, Redis, Redshift, AWS, Heroku and many others.
","Plot no. 206, Service road (East), Sector I-10/3, Islamabad., Islamabad, Islamabad Capital Territory, Pakistan 46000",051-4858394,info@arkhitech.com,http://www.arkhitech.com,Hisham Malik,CEO,https://www.pasha.org.pk/d/l/arkhitech/
ART (AL Rehman Technologies),"ART, a full service digital agency in Pakistan, engages itself in building only what is possible of our elastic thinking. By creating the most imaginative solutions, we help our partners move from concept to initiation. We combine brilliant imaginations to form a collision, so that it can be transformed to an incredible solution.
","Suite No 112,113 Sea Breeze Plaza Karachi, Pakistan, Karachi, Sindh, Pakistan 74600",-2690062,connect@al-rehman.com,http://www.al-rehman.com,Irfan A. Rehman,CEO,https://www.pasha.org.pk/d/l/art-al-rehman-technologies/
Arthur Lawrence (Pvt.) Ltd.,"We are management and technology consultants providing enterprise-wide technology enablement, digital transformation, and other services that meet at the intersection of management and technology. 
Explore the Arthur Lawrence service portfolio to learn how Consulting, Operations,  Digital Products and our Talent Management services can help your business achieve more.
","F-45, PECHS, Block 6, Off. Shahra-e-Faisal, Hyderabad, Sindh, Pakistan 75400",+(92 21) 343 20310-4,ibaig@arthurlawrence.net,http://www.arthurlawrence.net,Ilyas Haider Baig,CEO,https://www.pasha.org.pk/d/l/arthur-lawrence-pvt-ltd/
Arwen Tech (Private) Ltd.,,"48 F /B, Block 6, P.E.C.H.S, Shahrah-e-Faisal, Karachi, Sindh, Pakistan",(9221) 4558322; 111 37 37 37,qadir.sobhani@arwentech.com,www.arwentech.com,Abdul Qadir Sobhani,COO,https://www.pasha.org.pk/d/l/arwen-tech-private-ltd/
Ashtex Solutions,"Ashtex Solutions is one of the emerging IT Solutions providers in Web / Mobile Development domains. We offer a wide range of services including Bu
","66 Ali Street, Lahore, Punjab, Pakistan",0336-7824235,dev-ops@ashtexsolutions.com,https://www.ashtexsolutions.com/,Usman Ashraf,CEO,https://www.pasha.org.pk/d/l/ashtex-solutions/
ASK Development,,"House # 606, Street # 29, Islamabad, Islamabad Capital Territory, Pakistan",051-2110893-5,akif@askdevelopment.org,,Arshad Akif,CEO,https://www.pasha.org.pk/d/l/ask-development/
Askari Information Systems Limited,"Established in 1998, Askari Information Systems Limited (currently inoperative) is a progressive software development company with state-of-the-art paraphernalia and an impressive team of 50- plus brilliant, devoted and highly skilled IT Professionals who have successful experience of developing and implementing sophisticated system for a variety of organizations, both inland and abroad.
","Agha Khan Road, Islamabad, Islamabad Capital Territory, Pakistan",(92 51) 9208991-3,ceo@ais-info.com,http://www.ais-info.com,Muhammad  Azam,CEO,https://www.pasha.org.pk/d/l/askari-information-systems-limited/
Askoli,,"House No. 43 Street 35 F6/1, Islamabad, Islamabad Capital Territory, Pakistan",051 227 0354,yusuf@askoli.com,http://www.askoli.com,Yusuf Hussain,CEO,https://www.pasha.org.pk/d/l/askoli/
Assurety Consulting Pvt Limited,"The company culture at Assurety Consulting is built upon the principle that we truly believe in what we do – and all of our efforts are focused on promoting the best interests of the customers and industries we serve. We are industry leaders who effect change that positively impacts our customers’ bottom lines.
We believe in giving our personnel the responsibility to innovate under management guidance. We encourage progressive business and technical solutions and provide opportunities for
","SUITE # 1107-1109, 11TH FLOOR, NATIONAL IT PARK, CAESARS TOWER, SHAHRAH-E-FAISAL, Karachi, Sindh, Pakistan",tel: 32803045,wuddin@assuretyconsulting.com,http://www.assuretyconsulting.com,Muhammad Waqas Uddin,CEO,https://www.pasha.org.pk/d/l/assurety-consulting-pvt-limited/
Astera Software Pakistan (Pvt.) Ltd.,"Astera Software is a rapidly-growing provider of enterprise-ready data solutions. We help business users bridge the data-to-insight gap with our suite of user-friendly yet high-performance data extraction, data quality, data integration, data warehousing & electronic data interchange solutions, which are used by both midsize and Fortune 500 companies across a range of industries.
Acclaimed for their intu
","Shahrah-e-Faisal Road, Karachi, Sindh, Pakistan",021-32783727,Faraz.damani@astera.com,https://www.astera.com/,Faraz Damani,CEO,https://www.pasha.org.pk/d/l/astera-software-pakistan-pvt-ltd/
Astica (Pvt.) Ltd.,,"205 Second Floor Business Arcade 27/A Block 6 PECHS, Karachi, Sindh, Pakistan",4082307342,rjalil@elastica.net,http://elastica.net,Rehan Jalil,CEO,https://www.pasha.org.pk/d/l/astica-pvt-ltd/
"AT&T Global Network Services International, Inc. - Pakistan Branch",,"2nd Floor, Nice Trade Orbit Building, PECHS Block 6, Shahrah-e-Faisal, Karachi, Sindh, Pakistan",tel: +92-21-3432-9650,Ashraf.Kapadia@att.com,http://att.com,Ashraf Kapadia,CEO,https://www.pasha.org.pk/d/l/att-global-network-services-international-inc-pakistan-branch/
ATC Digital,"ATC.Digital is a full-service technology startup that designs seamless user experiences, build robust web applications, provide business analytics solutions, manage cloud infrastructure and handle developer operations.
","12 Grant Road, Karachi, Sindh, Pakistan",0321 2013131,abdullah@atc.digital,http://www.atc.digital,Muhammad Abdullah Abid,CEO,https://www.pasha.org.pk/d/l/atc-digital/
AUA Solutions,,"Shahrah-e-Faisal Road, Karachi, Sindh, Pakistan",tel: 9221-34325134,umar.usmani@auasolutions.com,http://www.auasolutions.com,Muhammad Umar Usmani,CEO,https://www.pasha.org.pk/d/l/aua-solutions/
Aunh Systems,"At AUNH we believe there is a better way of adding value in building a better fruitful business environment. A more valuable less invasive way where customers are earned rather than bought. We are obsessively passionate and our mission is to elevate more effectual and proficient business processes of our customers. We focus on innovation, crucial to the continuing success of any organization and we see that as an opportunity.
","D-14 Shamsi Coperative Housing Society, Karachi, Sindh, Pakistan 75200",+92 333 2152645,arshi@aunhsystems.com,http://www.aunhsystems.com,Muhammad Arshi Wasique,CEO,https://www.pasha.org.pk/d/l/aunh-systems/
Aurelian Solutions,"We make the
Mightiest Mobile Games
around!
Web Design
DOLORE MAGNA ALIQUA. UT ENIM AD MINIM VENIAM, QUIS NOSTRUD EXERCITATION ULLAMCO LABORIS NISI UT ALIQUIP.
Lorem ipsum dolor sit amet, consectetur adipisicing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip. ex ea commodo consequat.
","50، J2 Block Block Phase 2 Johr Town, Lahore, Lahore, Punjab, Pakistan 54000",042-35473720,info@aureliansolutions.com,https://aureliansolutions.com/,Saif Ullah Siddique,CEO,https://www.pasha.org.pk/d/l/aurelian-solutions/
AutoSoft Dynamics (Pvt.) Ltd.,"AutoSoft is a leading global financial automation solution provider based out of Pakistan. Our solutions are currently being used by leading banking and financial institutions in Pakistan as well as globally in Africa and the Middle East. In addition to high quality software solutions, our clients recognize us for providing dedicated implementation, training, customization and after sales support services for all our products.
","360/2, Q Commercial Area DHA, Lahore, Punjab, Pakistan, Lahore, Punjab, Pakistan 54000","(92 42) 3589 8282-6 Ext: 102, 103",sadiakhan@autosoftdynamics.com,http://www.autosoftdynamics.com,Sadia Khan,CEO,https://www.pasha.org.pk/d/l/autosoft-dynamics-pvt-limited/
Avanceon Limited,,"19 KM, Lahore, Punjab, Pakistan",(92) 042-111940940,atariq@avanceon.com,www.iael.com,Hussain Ahmad,Corporate Manager HR,https://www.pasha.org.pk/d/l/avanceon-limited/
Avanza Premier Payment Services,"Avanza Premier Payment Services (Pvt.) Limited (APPS) is a company formed by the joint venture of Avanza Solutions and Premier Systems. APPS is registered with the Securities and Exchange Commission of Pakistan and has been incorporated under the Companies Ordinance 1984.APPS currently holds principle license of Payment System Operator/Payment System Provider from State Bank of Pakistan under PSO/PSP regulation, 2014. Payment system operators act as a bridge between consumers, merchants, and fin
","Shahrah-e-Liaquat, Karachi, Sindh, Pakistan",0300 9211102,adnanali@apps.net.pk,http://www.apps.net.pk/,Syed Adnan Ali,CEO,https://www.pasha.org.pk/d/l/avanza-premier-payment-services/
Avanza Solutions (Pvt.) Ltd.,,"Suite # 201, 2nd Floor, Karachi, Sindh, Pakistan",(9221) 5675240-42,mahmood.kapurwala@avanzasolutions.com,www.avanzasolutions.com,"Omer Ahmed Khan
",COO,https://www.pasha.org.pk/d/l/avanza-solutions-pvt-ltd/
Averox (Pvt.) Ltd.,,"4 B Sumbal Road, Islamabad, Islamabad Capital Territory, Pakistan",(92 51) 2875737,salman@averox.com,www.averox.com,Salman Mahmood,CEO,https://www.pasha.org.pk/d/l/averox-pvt-limited/
Awami Systems Technologies (Pvt.) Ltd.,,"8 Markaz Road, Islamabad, Islamabad Capital Territory, Pakistan",tel: 051-8448730,mjalil@ast.com.pk,http://ast.com.pk,Mian Jalil Ahmad,CEO,https://www.pasha.org.pk/d/l/awami-systems-technologies-pvt-ltd/
Ayesoft,,"270 Street 37, Islamabad, Islamabad Capital Territory, Pakistan",0092-51-2856713,nmohy-ud-din@ayesoft.com,www.ayesoft.com,Niaz Mohy-ud-din,CEO,https://www.pasha.org.pk/d/l/ayesoft/
Azcorp Entertainment (Pvt.) Ltd.,"
AzCorp Entertainment was created to provide meaningful & entertaining storytelling with embedded civics, social justice and gender equality themes. AzCorp’s vision is a relatable universe of heroes and villains that come alive through thought-provoking stories, that prompt dialogue, instill critical thinking, evoke social consciousness, and compel positive local action by its readers. AzCorp lives and breathes 

","1st Zamzama Lane, Karachi, Sindh, Pakistan",021-35244202,Imran.azhar@azcorpentertainment.com,http://www.azcorpentertainment.com,SYED IMRAN AZHAR,CEO,https://www.pasha.org.pk/d/l/azcorp-entertainment-pvt-ltd/
AZM Computer Services (Pvt.) Ltd.,,"21 Ferozepur Road, Lahore, Punjab, Pakistan",(9242) 7552269,azm@azm.com.pk,www.azm.com.pk,Ghulam Mustafa Kamboh,Director,https://www.pasha.org.pk/d/l/azm-computer-services-pvt-limited/
B Solutions,,"Shabbir Sharif Road, Lahore, Punjab, Pakistan",0423 570 9916,fazal@bsolutions.pk,http://www.bsolutions.pk,Fazal Ashfaq,CEO,https://www.pasha.org.pk/d/l/b-solutions/
Bahria Enterprise Systems & Technologies (BEST),,"6th Floor, Bahria Complex - II, Karachi, Sindh, Pakistan",021-35610813,ceo@best-bf.com,www.best-bf.com,Muhammad Azam,CEO,https://www.pasha.org.pk/d/l/bahria-enterprise-systems-technologies-best/
Bari's Technology Solution,,"Suite 502, Progressive Center, Shahrah-e-Faisal., Karachi, Sindh, Pakistan",,obari@baritechsol.com,http://Baritechsol.com,Owais Muhammad Bari,CEO,https://www.pasha.org.pk/d/l/baris-technology-solution/
Barrett Hodgson ITSolutions Pakistan (Pvt.) Ltd.,,"F/423, Karachi, Sindh, Pakistan","(9221) 257 0651-7, 256 8810-20",syed.javed@bh-itsolutions.com,www.bh-itsolutions.com,Syed Javed Asgher,Business Head,https://www.pasha.org.pk/d/l/barrett-hodgson-itsolutions-pakistan-pvt-ltd/
Basecamp IT Solutions,"We’re a Pakistani offshore software development resource center. With over 12 years in business & hundreds of software engineers, developers, UI/UX designers and software project managers, we are working with several startups, software product development companies, digital agencies and enterprises across the globe to help simplify their outsourcing experience and reduce costs/time-to-market.
","Foujdari Road, Hyderabad, Sindh, Pakistan",tel: +92-22-2614537,jw@basecampit.com,http://www.basecampit.com,Jawad Ahmed,CEO,https://www.pasha.org.pk/d/l/basecamp-it-solutions/
Bearing Point,,"10th Floor, NIC Building, Karachi, Sindh, Pakistan",(9221) 563-5401-7; 111-000-221,"rodney.rahman@bearingpoint.com.pk
Adnan.Rahman@mazars.pk
Marium.Raza@mazars.pk",www.bearingpoint.com,A. Rodney Rahman,Managing Director,https://www.pasha.org.pk/d/l/bearing-point/
Bentley Systems Pakistan (Pvt) Ltd.,,"307 Evacuee Trust Complex, Islamabad, Islamabad Capital Territory, Pakistan",051-2872639,Ovais.Ashraf@bentley.com,www.abentley.com,Ovais Ashraf,CEO,https://www.pasha.org.pk/d/l/bentley-systems-pakistan-pvt-ltd/
